ID,POS,#,Name,DOB,Age,NAT,HT,WT,B,T,OVR,POT,LEA,LOY,AD,GRE,WE,INT,Type,Prone,CON P,GAP P,POW P,EYE P,K P,STU P,MOV P,CONT P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,PIT,G/F,VELO,Slot,PT,STM,HLD,C ABI,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,STE,RUN,DEM,Sign,SctAcc
57842,CF,4,Bill Smith,11/07/2011,17,USA,"6' 5""",190 lbs,Left,Right,20,35,Low,Low,Low,High,Low,Normal,Unknown,Normal,50,55,35,50,65,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Normal (3/4),Normal,20,20,20,20,35,35,55,40,60,35,70,65,65,50,Slot,Extremely Hard,Very High
19649,C,5,Curt Stuckey,10/13/2007,21,USA,"5' 10""",190 lbs,Right,Right,20,35,Normal,High,Low,Normal,Normal,Normal,Unknown,Durable,40,35,45,55,50,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Sidearm,Normal,20,20,60,65,45,40,60,25,45,55,65,35,40,40,Slot,Normal,Very High
40806,CF,23,Alfredo Tamariz,12/12/2007,21,USA,"6' 2""",195 lbs,Left,Right,20,35,Normal,High,Low,Normal,Low,High,Unknown,Normal,35,35,45,45,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,84-86 Mph,Sidearm,Normal,20,20,20,20,60,60,55,60,70,60,65,75,70,75,Slot,Normal,Very High
57184,RF,16,Erik Tarka,02/03/2011,18,USA,"6' 5""",200 lbs,Right,Right,20,35,Low,High,Normal,High,Normal,Low,Unknown,Normal,45,40,50,55,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Over the Top,Normal,20,20,20,20,20,25,35,25,30,40,40,30,30,40,Slot,Extremely Hard,Very High
57431,RF,20,Caleb Tucker,12/25/2010,18,USA,"6' 5""",200 lbs,Right,Right,20,35,Low,Normal,Low,Normal,Low,Normal,Unknown,Durable,55,45,50,30,55,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,20,30,35,20,40,55,50,45,60,55,Slot,Extremely Hard,Very High
58083,C,20,Chris Van Hyfte,10/14/2007,21,USA,"6' 0""",205 lbs,Right,Right,20,35,Normal,High,High,Normal,High,Normal,Unknown,Normal,45,55,40,50,65,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Normal (3/4),Normal,20,20,50,40,20,35,35,25,20,40,30,20,20,25,Slot,Extremely Hard,Very High
23623,C,11,Adrian Vasquez,04/08/2007,22,PUR,"6' 0""",195 lbs,Right,Right,20,35,Normal,Normal,Normal,High,Normal,Normal,Unknown,Durable,40,30,45,50,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,65,35,30,40,25,25,30,45,30,20,30,30,Slot,Normal,Very High
40841,SP,23,Ron Viaene,05/23/2007,22,USA,"6' 0""",175 lbs,Left,Left,20,35,Normal,High,Normal,High,Normal,Normal,Unknown,Normal,25,30,20,20,30,40,55,40,50,50,40,35,-,50,-,-,-,-,-,-,5,NEU,88-90 Mph,Normal (3/4),Normal,75,75,20,20,30,30,60,20,30,40,25,20,25,20,$1.1m,Hard,Very High
41622,2B,35,Jonathan White,05/06/2008,21,USA,"6' 2""",190 lbs,Switch,Right,20,35,High,Normal,Low,Normal,Normal,Normal,Unknown,Normal,50,55,35,50,60,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Sidearm,Normal,20,20,20,25,55,55,45,60,45,55,35,55,60,65,Slot,Easy,Very High
50218,RF,9,Pat Andrews,11/13/2009,19,USA,"6' 4""",200 lbs,Left,Left,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,45,45,40,45,50,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,83-85 Mph,Normal (3/4),Normal,20,20,20,20,55,50,30,25,50,50,40,60,30,35,Slot,Normal,Very High
40195,SP,5,Bobby Bagby,09/02/2008,20,USA,"6' 0""",160 lbs,Right,Right,20,30,Low,Normal,Normal,High,Normal,Normal,Unknown,Durable,25,30,20,25,30,40,35,50,-,50,45,50,-,-,45,45,-,-,-,-,5,NEU,88-90 Mph,Normal (3/4),Normal,70,60,20,20,35,25,35,20,30,25,35,30,20,20,Slot,Normal,Very High
57818,SP,7,Jamie Baker,03/26/2008,21,USA,"6' 3""",185 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,40,30,25,25,50,45,40,40,60,60,-,60,-,-,-,-,-,-,-,-,3,NEU,94-96 Mph,Normal (3/4),Normal,55,60,20,25,30,30,50,20,35,30,75,20,20,20,$650k,Extremely Hard,Very High
52475,SP,20,Danny Bannen,04/08/2007,22,USA,"6' 1""",195 lbs,Left,Left,20,30,Normal,High,Normal,Low,High,Normal,Unknown,Durable,40,30,20,25,40,45,35,40,-,-,-,60,-,-,50,-,60,-,-,-,3,NEU,91-93 Mph,Normal (3/4),Normal,75,75,25,20,35,40,55,20,65,30,35,20,20,25,Slot,Easy,Very High
57978,2B,3,Victor Barreto,06/10/2010,18,USA,"6' 1""",180 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,High,Normal,Unknown,Normal,65,60,30,40,80,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,50,45,40,45,20,45,30,75,60,55,$550k,Extremely Hard,Very High
58118,SP,28,Chris Barton,04/09/2011,18,USA,"6' 1""",170 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,25,30,20,20,30,55,25,55,60,35,-,70,-,-,-,-,-,-,-,-,3,NEU,90-92 Mph,Normal (3/4),Normal,65,50,20,20,30,30,45,35,30,30,35,30,20,20,Slot,Normal,Very High
57212,CF,52,Joe Batten,05/13/2011,18,USA,"6' 2""",175 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,50,40,35,50,65,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,35,40,45,40,55,65,50,45,50,40,Slot,Extremely Hard,Very High
57410,RF,83,Alan Baucom,05/28/2011,18,USA,"6' 8""",200 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,45,40,50,55,45,30,20,35,45,25,-,50,-,-,-,-,-,-,-,-,3,FB,84-86 Mph,Normal (3/4),Normal,55,45,20,20,20,35,50,25,35,35,45,45,35,45,Slot,Hard,Very High
57333,CF,18,Jonathan Bell,03/25/2011,18,USA,"6' 3""",175 lbs,Left,Left,20,30,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Durable,45,45,25,65,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,35,30,50,20,45,45,55,50,45,50,Slot,Extremely Hard,Very High
57415,LF,12,Tim Benyamin,02/19/2011,18,USA,"6' 2""",195 lbs,Right,Right,20,30,Normal,Normal,Low,Normal,Low,Low,Unknown,Normal,55,45,50,45,65,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,30,25,50,25,35,45,60,20,20,20,Slot,Extremely Hard,Very High
57825,SS,10,Paul Boulter,05/26/2007,22,CAN,"6' 2""",180 lbs,Right,Right,20,30,High,High,High,Normal,High,Normal,Unknown,Normal,35,40,40,50,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,25,20,65,55,70,50,45,45,75,65,55,65,Slot,Hard,Very High
58009,SP,7,Jose Bouza,09/09/2010,18,USA,"6' 3""",180 lbs,Left,Left,20,30,High,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,30,40,30,25,40,50,30,50,-,50,-,65,-,-,60,-,-,-,-,-,3,NEU,90-92 Mph,Normal (3/4),Normal,55,75,20,20,35,25,40,20,35,25,30,25,25,25,$550k,Extremely Hard,Very High
57075,SS,41,Ian Brantly,08/05/2010,18,USA,"6' 3""",180 lbs,Right,Right,20,30,Normal,Normal,Normal,Low,High,Normal,Unknown,Normal,35,45,30,50,50,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,25,65,50,55,70,40,60,50,55,50,45,Slot,Extremely Hard,Very High
57929,SP,48,Jon Brattin,05/06/2007,22,USA,"6' 1""",190 lbs,Right,Left,20,30,Normal,Normal,Low,Normal,Normal,Normal,Unknown,Fragile,35,35,20,25,45,45,50,40,60,40,40,45,-,55,-,55,-,-,-,-,6,NEU,95-97 Mph,Normal (3/4),Power,65,60,20,20,35,35,50,25,45,30,35,25,20,20,$460k,Hard,Very High
57253,CF,10,Dave Brown,12/25/2010,18,USA,"6' 1""",180 lbs,Left,Left,20,30,Normal,Normal,High,Normal,High,Normal,Unknown,Durable,45,35,35,50,50,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,50,50,45,25,60,65,50,65,35,40,Slot,Extremely Hard,Very High
26593,CF,17,Josh Bue,02/17/2011,18,USA,"6' 2""",180 lbs,Right,Right,20,30,Normal,Normal,Low,Low,Normal,Normal,Unknown,Durable,45,65,35,45,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Normal (3/4),Normal,20,20,20,20,45,40,55,40,55,45,65,60,50,45,Slot,Extremely Hard,Very High
56551,RP,30,Jack Buffy,08/13/2010,18,CAN,"5' 11""",155 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,High,Unknown,Normal,25,35,25,20,30,55,35,40,60,35,-,-,55,-,-,-,-,-,-,-,3,NEU,87-89 Mph,Normal (3/4),Normal,40,40,25,20,35,20,50,20,40,30,35,20,20,20,Slot,Easy,Very High
58030,SP,15,Ruben Buozzi,01/13/2008,21,VEN,"6' 6""",205 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,25,35,20,25,30,50,55,45,70,25,-,-,-,70,-,-,-,-,-,-,3,GB,97-99 Mph,Over the Top,Power,70,60,20,25,30,30,70,25,30,30,25,20,20,20,$550k,Normal,Very High
57781,3B,8,Josh Burton,08/31/2011,17,USA,"6' 1""",185 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,45,40,50,45,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,25,25,35,45,70,35,35,35,70,35,45,35,Slot,Hard,Very High
58667,1B,18,Chris Caldwell,07/15/2007,21,USA,"6' 2""",215 lbs,Left,Right,20,30,Normal,Low,Normal,Normal,Normal,Low,Unknown,Normal,40,50,40,45,45,30,25,40,-,-,-,45,-,-,40,-,40,-,-,-,3,NEU,90-92 Mph,Normal (3/4),Normal,25,70,20,20,50,35,30,35,45,35,30,30,20,35,Slot,Easy,Very High
57377,C,33,Jeremy Call,11/25/2010,18,USA,"5' 10""",180 lbs,Right,Right,20,30,Normal,Normal,Low,Normal,Normal,Normal,Unknown,Durable,35,50,35,70,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,45,50,20,35,50,20,20,35,50,20,30,25,Slot,Extremely Hard,Very High
58019,SS,36,Robby Christopher,03/30/2008,21,USA,"6' 0""",160 lbs,Right,Right,20,30,Normal,Normal,Low,Low,High,Normal,Unknown,Durable,35,40,30,45,50,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,25,20,70,55,60,50,65,55,55,60,45,50,Slot,Normal,Very High
24667,2B,36,Josh Cobb,06/05/2007,21,USA,"6' 0""",195 lbs,Right,Right,20,30,Normal,Normal,Normal,High,Normal,High,Unknown,Normal,70,60,20,40,70,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,83-85 Mph,Sidearm,Normal,20,20,20,20,40,50,45,65,35,50,40,50,65,60,Slot,Normal,Very High
57974,3B,1,Xavier Daniels,11/21/2007,21,USA,"6' 4""",200 lbs,Right,Right,20,30,High,Normal,Low,High,Normal,Normal,Unknown,Normal,50,45,30,50,55,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,25,45,50,60,40,30,50,60,65,55,65,Slot,Easy,Very High
57403,1B,8,Aiden Dawkins,09/14/2010,18,USA,"6' 4""",200 lbs,Left,Left,20,30,Normal,Normal,Low,Low,High,High,Unknown,Durable,40,40,50,45,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,60,45,20,25,40,35,40,25,40,40,Slot,Hard,Very High
59650,C,18,Jordan Delgado,05/15/2009,20,USA,"6' 2""",200 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,45,40,40,45,55,20,20,20,30,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,84-86 Mph,Over the Top,Normal,20,20,55,50,35,35,35,25,45,35,35,25,25,20,Slot,Very Easy,Very High
57879,CF,9,Charlie Dillon,04/01/2011,18,USA,"6' 4""",185 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,40,60,40,50,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,35,30,40,30,60,50,45,70,45,50,Slot,Extremely Hard,Very High
58020,SP,50,Jerry Doggett,01/27/2008,21,USA,"6' 7""",205 lbs,Right,Right,20,30,Normal,Low,Normal,High,Normal,High,Unknown,Normal,30,30,25,25,40,55,35,45,-,65,-,60,-,-,65,55,-,-,-,-,4,NEU,95-97 Mph,Sidearm,Normal,65,60,25,20,35,35,50,20,40,20,30,30,30,20,$400k,Hard,Very High
58110,RF,15,Nate Dotson,10/25/2010,18,USA,"6' 5""",200 lbs,Left,Left,20,30,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,35,50,50,50,40,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,20,30,40,20,45,35,60,30,20,25,Slot,Normal,Very High
57890,CF,7,Danny Dunmyre,02/24/2011,18,USA,"6' 1""",175 lbs,Switch,Right,20,30,Normal,Normal,Low,Low,High,Normal,Unknown,Normal,45,45,45,50,50,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,45,35,35,40,55,50,45,60,55,60,Slot,Extremely Hard,Very High
58732,RF,25,Tim Eassson,12/12/2010,18,CAN,"6' 2""",195 lbs,Left,Left,20,30,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,40,45,45,45,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Normal (3/4),Normal,20,20,20,20,20,25,35,20,60,50,50,35,30,30,Slot,Extremely Hard,Very High
57310,SS,9,Joey Embry,04/05/2011,18,USA,"6' 3""",175 lbs,Right,Right,20,30,Normal,Normal,Low,Normal,Low,Normal,Unknown,Normal,45,40,30,60,65,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,40,50,50,45,30,40,50,60,60,45,Slot,Hard,Very High
57344,2B,29,Noel Erdman,06/22/2011,17,USA,"6' 2""",180 lbs,Right,Right,20,30,High,Normal,Low,Normal,Normal,Normal,Unknown,Durable,60,45,25,45,70,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,45,35,30,50,40,40,20,60,50,50,Slot,Extremely Hard,Very High
21635,CF,25,Danny Ewing,11/25/2007,21,USA,"6' 2""",180 lbs,Right,Right,20,30,Normal,Normal,Low,High,Low,Normal,Unknown,Normal,35,50,55,45,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,25,25,20,45,35,55,35,65,50,60,75,60,50,Slot,Extremely Hard,Very High
57186,SP,16,Ed Fields,11/18/2010,18,USA,"5' 10""",155 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,30,25,30,20,40,45,75,45,-,55,-,35,-,50,50,55,-,-,-,-,5,EX GB,87-89 Mph,Over the Top,GB'er,35,40,20,20,30,30,45,25,30,30,30,20,20,20,$550k,Extremely Hard,Very High
57955,SS,2,Dan Gaines,02/10/2007,22,USA,"6' 2""",185 lbs,Right,Right,20,30,Normal,Normal,High,Normal,Normal,Normal,Unknown,Durable,30,45,30,50,40,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,25,20,70,50,50,70,50,45,50,40,50,30,Slot,Normal,Very High
57319,CF,21,Alfredo Galvan,09/06/2010,18,CUB,"6' 1""",175 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,60,60,40,45,80,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,20,30,45,25,45,50,50,50,55,55,Impossible,Impossible,Very High
57993,SP,15,A.J. Gervais,07/21/2011,17,USA,"6' 4""",180 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,40,40,25,25,50,55,50,45,-,25,-,75,60,-,-,-,-,-,-,-,3,EX GB,90-92 Mph,Over the Top,GB'er,60,55,20,20,25,30,45,25,25,35,30,25,20,25,$550k,Extremely Hard,Very High
42607,1B,4,Mike Green,09/06/2010,18,USA,"6' 3""",205 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,45,45,30,50,60,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,30,25,35,35,40,25,25,40,30,20,Slot,Extremely Hard,Very High
57197,SS,1,Dave Griffith,09/26/2010,18,USA,"6' 0""",180 lbs,Right,Right,20,30,Normal,High,Normal,High,Normal,Normal,Unknown,Normal,45,60,30,40,60,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,25,50,45,60,50,25,40,65,45,50,50,$550k,Extremely Hard,Very High
58743,RF,52,Bobby Guerrero,11/08/2010,18,USA,"6' 4""",200 lbs,Switch,Left,20,30,Normal,Normal,High,Normal,High,Normal,Unknown,Normal,30,55,50,60,35,35,20,40,50,20,60,-,-,-,-,-,-,-,-,-,3,FB,86-88 Mph,Normal (3/4),Normal,60,70,20,20,25,30,55,20,45,50,55,30,20,25,Slot,Extremely Hard,Very High
51320,RF,1,Ernesto Guerrero,02/13/2006,23,USA,"6' 2""",205 lbs,Right,Left,20,30,Normal,Normal,Low,Normal,Low,High,Unknown,Durable,45,35,35,45,55,20,20,20,30,-,-,-,-,-,-,-,-,-,-,-,1,NEU,84-86 Mph,Normal (3/4),Normal,20,20,20,25,40,35,60,25,50,60,75,35,55,55,Slot,Very Easy,Very High
57836,SP,10,Chris Harrison,12/29/2007,21,USA,"6' 6""",210 lbs,Right,Right,20,30,Normal,Normal,Low,Low,Low,Low,Unknown,Normal,35,30,25,20,45,45,35,45,55,45,50,55,-,40,-,-,-,-,50,-,6,NEU,94-96 Mph,Over the Top,Normal,50,60,20,20,35,35,45,20,40,25,25,20,20,20,Slot,Easy,Very High
57880,SP,39,Mike Hawkins,12/01/2007,21,USA,"5' 11""",175 lbs,Right,Right,20,30,Low,Normal,Low,Normal,Normal,Normal,Unknown,Normal,30,30,20,30,50,45,35,50,50,65,55,60,-,-,-,-,-,-,-,-,4,NEU,88-90 Mph,Over the Top,Normal,55,40,20,20,35,30,55,30,35,30,55,25,25,20,Slot,Easy,Very High
57918,SS,47,Isaiah Holsey,03/10/2007,22,USA,"6' 1""",175 lbs,Right,Right,20,30,High,Normal,Normal,High,High,Normal,Unknown,Normal,35,50,35,45,50,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Over the Top,Normal,20,20,20,20,60,65,55,65,35,55,60,35,45,45,Slot,Easy,Very High
57103,CF,13,Jeremy Howard,01/07/2011,18,USA,"6' 2""",175 lbs,Switch,Right,20,30,High,Normal,High,Normal,Normal,Normal,Unknown,Durable,50,60,40,45,50,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,50,50,40,50,50,50,50,60,50,55,$550k,Extremely Hard,Very High
56577,CF,13,Quadir Hurt,11/10/2009,19,USA,"6' 3""",195 lbs,Left,Left,20,30,Normal,High,Low,Normal,Normal,Normal,Unknown,Normal,45,50,25,55,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Over the Top,Normal,20,20,20,20,50,45,35,20,55,50,45,45,55,60,Slot,Easy,Very High
50395,SS,15,J.R. Ibarra,01/09/2007,22,USA,"6' 0""",180 lbs,Right,Right,20,30,High,High,Low,Normal,Normal,Normal,Unknown,Durable,35,35,40,45,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Sidearm,Normal,20,20,20,20,65,60,80,60,55,55,80,40,60,45,Slot,Easy,Very High
58687,CF,27,Pete Ingraham,10/22/2007,21,USA,"6' 0""",180 lbs,Right,Right,20,30,Low,Normal,Low,Normal,Low,Normal,Unknown,Durable,45,55,35,30,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,25,40,35,55,30,60,60,60,70,60,55,Slot,Easy,Very High
57998,SP,25,Mike Iseman,03/07/2008,21,USA,"6' 4""",200 lbs,Left,Left,20,30,Normal,Normal,Normal,Low,Normal,Low,Unknown,Normal,45,30,20,25,55,45,65,55,70,-,65,-,-,-,-,-,-,-,-,-,2,GB,96-98 Mph,Over the Top,Power,55,45,20,20,30,25,50,20,35,35,30,20,20,20,$900k,Hard,Very High
58665,CF,16,Jaylen Jackson,10/06/2010,18,USA,"6' 1""",175 lbs,Right,Right,20,30,Normal,Normal,Low,Low,High,Normal,Unknown,Normal,45,40,35,55,60,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,35,30,50,30,60,40,55,65,55,50,Slot,Normal,Very High
57803,RF,16,Steve Jefferson,11/05/2010,18,USA,"5' 10""",170 lbs,Right,Right,20,30,Normal,Normal,Low,High,Normal,Normal,Unknown,Normal,45,55,30,50,65,20,20,25,25,-,-,-,-,-,-,-,-,-,-,-,1,EX FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,35,30,60,30,50,40,65,65,35,30,Slot,Extremely Hard,Very High
53039,2B,13,Hector Jimenez,05/29/2006,22,MEX,"5' 10""",170 lbs,Right,Right,20,30,High,Normal,Normal,Low,High,Normal,Unknown,Normal,50,60,45,50,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,NEU,80-83 Mph,Sidearm,Normal,20,20,20,20,50,45,35,50,45,45,30,60,50,45,Slot,Very Easy,Very High
57163,RF,4,Derrick Jones,04/28/2011,18,USA,"6' 4""",190 lbs,Left,Left,20,30,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Normal,45,45,40,40,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,35,30,55,20,55,50,70,50,50,50,$550k,Extremely Hard,Very High
57317,1B,16,Nate Jones,06/20/2010,18,USA,"6' 3""",200 lbs,Left,Left,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,45,40,45,50,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,20,20,45,25,30,20,30,30,30,30,60,60,Slot,Extremely Hard,Very High
57265,3B,8,Mike Kell,03/03/2011,18,USA,"6' 2""",190 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Normal,50,50,50,55,55,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,25,30,40,65,30,30,50,60,20,20,20,Slot,Normal,Very High
27891,1B,18,Chris King,09/17/2007,21,USA,"6' 2""",215 lbs,Left,Left,20,30,Normal,High,Normal,Normal,High,Normal,Unknown,Durable,45,45,40,50,50,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,25,20,40,45,35,20,35,30,30,30,30,30,Slot,Normal,Very High
57218,CF,6,Beau Koyle,09/07/2011,17,USA,"5' 10""",165 lbs,Left,Right,20,30,Normal,High,Normal,Low,High,Normal,Unknown,Normal,55,45,40,35,70,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,55,40,40,40,55,35,55,55,50,45,Slot,Extremely Hard,Very High
57153,LF,5,Cy Krause,06/16/2010,18,USA,"6' 2""",185 lbs,Left,Right,20,30,Normal,Normal,Normal,Normal,Low,Normal,Unknown,Durable,45,55,50,55,50,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Over the Top,Normal,20,20,25,20,20,30,40,25,35,50,45,30,45,40,Slot,Extremely Hard,Very High
28427,SP,20,Pat Lamborn,05/29/2010,18,USA,"6' 2""",185 lbs,Left,Right,20,30,Normal,Normal,High,Normal,Normal,Normal,Unknown,Normal,35,30,25,25,40,45,35,45,60,55,60,35,-,-,-,-,-,-,-,-,4,GB,93-95 Mph,Normal (3/4),GB'er,40,45,20,20,40,25,50,20,30,35,30,25,30,20,$4.0m,Extremely Hard,Very High
57418,SS,47,Dan Landeen,11/27/2010,18,USA,"6' 6""",190 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,45,50,25,50,65,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,20,20,45,50,70,70,40,70,70,40,55,65,Slot,Hard,Very High
57124,C,18,Joe Lien,06/11/2010,18,USA,"6' 4""",200 lbs,Right,Right,20,30,Normal,Normal,Normal,Normal,Normal,Normal,Unknown,Durable,45,45,50,50,45,20,20,20,25,-,-,-,-,-,-,-,-,-,-,-,1,FB,80-83 Mph,Normal (3/4),Normal,20,20,40,40,25,35,40,25,20,30,30,20,35,20,Slot,Extremely Hard,Very High
50262,SP,46,Andy Lightsey,07/31/2006,22,USA,"6' 2""",205 lbs,Right,Right,20,30,Normal,Normal,Low,Normal,Normal,Normal,Unknown,Normal,35,30,25,30,40,45,40,35,60,50,60,-,-,-,55,-,-,-,-,-,4,FB,94-96 Mph,Normal (3/4),Normal,65,60,20,20,35,35,50,35,25,20,25,25,25,20,Slot,Very Easy,Very High
